,Compound,Date,Negative Score,Neutral Score,Positive Score,Text,Tweets Ago,Username
278,0.0772,Sat Oct 06 02:15:39 +0000 2018,0.0,0.929,0.071,"RT @AC360: ""C'mon Carrie, be realistic."" 
@JeffreyToobin challenges @JCNSeverino on the goals, and potential implications, of adding Judge…",79,@CNN
279,0.3182,Sat Oct 06 02:07:13 +0000 2018,0.0,0.892,0.108,"Sen. Lisa Murkowski said she remains a ""no"" on Supreme Court nominee Brett Kavanaugh but will vote ""present"" for Sa… https://t.co/HhvrujSjD7",80,@CNN
280,-0.3412,Sat Oct 06 01:54:03 +0000 2018,0.103,0.897,0.0,"Juror after juror said Jason Van Dyke was not a good witness. He was rehearsed, some said. He was not believable, s… https://t.co/xkb34pO9St",81,@CNN
281,0.0,Sat Oct 06 01:47:41 +0000 2018,0.0,1.0,0.0,"RT @OutFrontCNN: Democratic nominee Ayanna Pressley says Brett Kavanaugh's confirmation is a ""permanent black eye"" on the Senate and believ…",82,@CNN
282,-0.25,Sat Oct 06 01:47:32 +0000 2018,0.091,0.909,0.0,"RT @AC360: In a sit-down interview with @DanaBashCNN, Dr. Ford's lawyers address the accusation that her testimony was designed simply to c…",83,@CNN
283,-0.1244,Sat Oct 06 01:23:21 +0000 2018,0.085,0.915,0.0,A lawyer representing Christine Blasey Ford says she absolutely does not want Brett Kavanaugh impeached if Democrat… https://t.co/2G1jjQB6Zt,84,@CNN
284,0.0,Sat Oct 06 01:17:10 +0000 2018,0.0,1.0,0.0,"RT @cnnbrk: Sen. Steve Daines will be attending his daughter's wedding Saturday in Montana, but still may fly back to Washington to vote to…",85,@CNN
285,0.0,Sat Oct 06 01:08:18 +0000 2018,0.0,1.0,0.0,This Louisiana library waived its $3 late fee for an overdue book that was returned after 84 years… https://t.co/98gzdAs93s,86,@CNN
286,0.743,Sat Oct 06 00:54:26 +0000 2018,0.0,0.717,0.283,Former President George W. Bush made several calls reassuring Sen. Susan Collins about Supreme Court nominee Brett… https://t.co/noo3ZYN41P,87,@CNN
287,0.3182,Sat Oct 06 00:48:35 +0000 2018,0.0,0.796,0.204,'Emotional' Facebook staff meeting addresses exec who supported Kavanaugh https://t.co/wpzGO6HVIa,88,@CNN
288,0.4019,Sat Oct 06 00:46:55 +0000 2018,0.0,0.895,0.105,Sen. Joe Manchin of West Virginia is on track to be the only Senate Democrat to break ranks with his party and vote… https://t.co/o6QEOIC9R2,89,@CNN
289,0.7506,Sat Oct 06 00:31:45 +0000 2018,0.0,0.758,0.242,"""I have a very high standard. I have a very high bar for any nominee to the Supreme Court of the United States."" -… https://t.co/EqdCRXFSvN",90,@CNN
290,0.0,Sat Oct 06 00:26:32 +0000 2018,0.0,1.0,0.0,"RT @CNNPolitics: Murkowski: ""A judge shall act at all times, not just sometimes when you're wearing your robe. But, a judge should act at a…",91,@CNN
291,0.2732,Sat Oct 06 00:25:09 +0000 2018,0.103,0.739,0.158,"What's behind President Trump's drop on the Forbes annual ""400 Wealthiest"" list? CNN's Brian Todd reports… https://t.co/wwfdgjGrM7",92,@CNN
292,0.4215,Sat Oct 06 00:17:01 +0000 2018,0.0,0.859,0.141,An ongoing US military research project that is exploring a new biotechnology to genetically modify mature crops ha… https://t.co/7oPMq4AhAr,93,@CNN
293,0.7506,Sat Oct 06 00:08:24 +0000 2018,0.0,0.766,0.234,"RT @OutFrontCNN: ""I have a very high standard. I have a very high bar for any nominee to the Supreme Court of the United States."" - Alaska…",94,@CNN
294,0.7003,Sat Oct 06 00:08:08 +0000 2018,0.0,0.766,0.234,"RT @CNNPolitics: Republican Sen. Lisa Murkowski: ""I was truly leaning toward supporting Judge Kavanaugh in his nomination, as I looked to t…",95,@CNN
295,-0.3182,Sat Oct 06 00:05:21 +0000 2018,0.103,0.897,0.0,Senate Judiciary Chairman Chuck Grassley suggested that the lack of women on the committee was due to its heavy wor… https://t.co/fTPj8ZSr5i,96,@CNN
296,0.0,Fri Oct 05 23:58:41 +0000 2018,0.0,1.0,0.0,25 headlines that sum up this week in the Trump administration | Analysis by CNN's Brenna Williams… https://t.co/0Ru6aCAqVx,97,@CNN
297,0.7906,Fri Oct 05 23:57:59 +0000 2018,0.0,0.72,0.28,"RT @OutFrontCNN: Justice Elena Kagan expresses concern as to whether the Supreme Court will have a ""middle position"" going forward https://…",98,@CNN
298,0.0,Fri Oct 05 23:57:39 +0000 2018,0.0,1.0,0.0,"RT @OutFrontCNN: Alaska Sen. Lisa Murkowski, who is on track to be the sole Republican senator to oppose Brett Kavanaugh's nomination to th…",99,@CNN
299,0.0,Fri Oct 05 23:41:06 +0000 2018,0.0,1.0,0.0,Alaska Sen. Lisa Murkowski is on track to be the sole Republican senator to oppose Brett Kavanaugh's nomination to… https://t.co/wmqQuuPUca,100,@CNN
300,0.0,Sat Oct 06 22:18:07 +0000 2018,0.0,1.0,0.0,"""If our nation does not work, we teach the world that democracy is not the model to follow.""

Moments after the Sen… https://t.co/GfKVkldeoj",1,@FoxNews
301,0.4019,Sat Oct 06 22:09:06 +0000 2018,0.097,0.718,0.185,Anti-Kavanaugh protesters are gathered at the Supreme Court  following Judge Brett Kavanaugh's confirmation to the… https://t.co/OB42iEcZo4,2,@FoxNews
302,-0.4549,Sat Oct 06 22:04:25 +0000 2018,0.142,0.858,0.0,".@KimStrassel on Kavanaugh's confirmation: ""Why [the Left fought] this with so much bitterness and the tactics it d… https://t.co/ZoucUNtSnp",3,@FoxNews
303,0.0,Sat Oct 06 22:04:14 +0000 2018,0.0,1.0,0.0,"President @realDonaldTrump arrives in Topeka, Kansas for a rally.  https://t.co/xuGf2Kr06a",4,@FoxNews
304,0.5574,Sat Oct 06 21:55:02 +0000 2018,0.0,0.783,0.217,.@SteveHiltonx reacts to Judge Brett Kavanaugh being confirmed to the Supreme Court. https://t.co/fOSbzcMGmF https://t.co/eChlAgU6Hu,5,@FoxNews
305,0.0,Sat Oct 06 21:38:42 +0000 2018,0.0,1.0,0.0,'This Is Why Republicans Got Elected':  @SenJohnThune Reacts to Kavanaugh's Confirmation https://t.co/HcRrsEwtHB,6,@FoxNews
306,0.3612,Sat Oct 06 21:29:16 +0000 2018,0.0,0.865,0.135,President @realDonaldTrump is getting ready for a rally in Kansas following the confirmation of Judge Brett Kavanau… https://t.co/JiDkqyPSJG,7,@FoxNews
307,0.5994,Sat Oct 06 21:27:03 +0000 2018,0.0,0.794,0.206,President @realDonaldTrump tweeted a congratulations to Judge Brett Kavanaugh after the Senate voted Saturday to co… https://t.co/1ynNZEK21H,8,@FoxNews
308,0.0,Sat Oct 06 21:25:02 +0000 2018,0.0,1.0,0.0,TONIGHT: President @realDonaldTrump joins @JudgeJeanine following Judge Brett Kavanaugh's confirmation to the Supre… https://t.co/uDXxGQnA1f,9,@FoxNews
309,0.8689,Sat Oct 06 21:23:05 +0000 2018,0.0,0.62,0.38,Judge Brett Kavanaugh has been confirmed as the 114th justice on the United States Supreme Court; @MikeEmanuelFox h… https://t.co/ESeImZThED,10,@FoxNews
310,0.5994,Sat Oct 06 21:20:19 +0000 2018,0.0,0.776,0.224,"Abortion, Roe v. Wade at center of Supreme Court nominee debate: What could happen to the landmark law?… https://t.co/QXDR3AEPjZ",11,@FoxNews
311,0.0,Sat Oct 06 21:16:18 +0000 2018,0.0,1.0,0.0,"Jonathan Turley: ""Where Kavanaugh is likely to move the Court to the right from where Kennedy left it will be in ar… https://t.co/AFRG4OAaaJ",12,@FoxNews
312,0.5574,Sat Oct 06 21:09:18 +0000 2018,0.0,0.66,0.34,Who are the Supreme Court justices? https://t.co/qCX6dJ1p3Q https://t.co/t6Jbdpy5cN,13,@FoxNews
313,0.7783,Sat Oct 06 21:03:09 +0000 2018,0.0,0.736,0.264,Judge Brett Kavanaugh is set to be sworn in by Chief Justice John Roberts and retired Associate Justice Anthony Ken… https://t.co/pbY9dYaR9q,14,@FoxNews
314,0.0,Sat Oct 06 20:56:43 +0000 2018,0.0,1.0,0.0,".@senatemajldr on Kavanaugh's impact on the midterms: ""[Democrats] managed to deliver the only thing we only thing… https://t.co/8bE1atzfh2",15,@FoxNews
315,0.802,Sat Oct 06 20:53:54 +0000 2018,0.0,0.625,0.375,OPINION: Justice Kavanaugh may be headed for impeachment if Democrats win a House majority https://t.co/YFXVb3Vj9G,16,@FoxNews
316,0.1027,Sat Oct 06 20:43:21 +0000 2018,0.101,0.78,0.119,".@senatemajldr on Kavanaugh confirmation vote: ""We stood up for the presumption of innocence. We refused to be inti… https://t.co/NGwebtM711",17,@FoxNews
317,0.6124,Sat Oct 06 20:41:53 +0000 2018,0.0,0.667,0.333,".@senatemajldr on Kavanaugh confirmation vote: ""We also want to thank @Sen_JoeManchin for helping us.""… https://t.co/71Nz7r8uf6",18,@FoxNews
318,0.7506,Sat Oct 06 20:40:29 +0000 2018,0.0,0.67,0.33,Judge Brett Kavanaugh has been confirmed to the United States Supreme Court; @JenGriffinFNC reports.… https://t.co/0TtyZZy2KE,19,@FoxNews
319,-0.3875,Sat Oct 06 20:38:57 +0000 2018,0.158,0.842,0.0,".@senatemajldr on Kavanaugh confirmation vote: ""I couldn't be prouder of the Senate Republican Conference.""… https://t.co/6XHlCinIxb",20,@FoxNews
320,0.7783,Sat Oct 06 20:34:29 +0000 2018,0.0,0.673,0.327,"Moments ago, President @realDonaldTrump tweeted to congratulate Judge Brett Kavanaugh for his Supreme Court confirm… https://t.co/3wuVARZnzX",21,@FoxNews
321,0.4019,Sat Oct 06 20:30:26 +0000 2018,0.081,0.766,0.153,Protesters are gathering outside of the Supreme Court after the Senate voted to confirm Judge Brett Kavanaugh to th… https://t.co/fNr7AnUxeE,22,@FoxNews
322,0.5574,Sat Oct 06 20:29:19 +0000 2018,0.0,0.841,0.159,Senators make remarks on the Senate floor moments after Brett Kavanaugh is confirmed to the Supreme Court with a 50… https://t.co/73nv1WrFjL,23,@FoxNews
323,0.0,Sat Oct 06 20:24:50 +0000 2018,0.0,1.0,0.0,"RT @FoxNewsResearch: Judge #Kavanaugh:
•7/9: Nominated
•9/4-7: Hearings
•9/16: Ford story breaks
•9/27: Ford-Kavanaugh hearing
•9/28: 11-10…",24,@FoxNews
324,0.8271,Sat Oct 06 20:22:27 +0000 2018,0.0,0.588,0.412,"BREAKING: President @realDonaldTrump congratulates ""great nominee"" Brett Kavanaugh on Supreme Court confirmation https://t.co/fOSbzcMGmF",25,@FoxNews
325,0.4019,Sat Oct 06 20:19:24 +0000 2018,0.093,0.732,0.176,Protesters gather outside the Supreme Court after the Senate voted Saturday to confirm Judge Brett Kavanaugh.… https://t.co/55KeokCj2a,26,@FoxNews
326,0.0,Sat Oct 06 20:19:08 +0000 2018,0.0,1.0,0.0,".@VP: ""On this vote, the ayes are 50, the nays are 48. The nomination of Brett M. Kavanaugh of Maryland to be an as… https://t.co/nR4IVVnupn",27,@FoxNews
327,0.5574,Sat Oct 06 20:03:52 +0000 2018,0.0,0.769,0.231,BREAKING: Brett Kavanaugh confirmed to Supreme Court with 50-48 Senate vote. https://t.co/fOSbzcMGmF https://t.co/Jnb7chO2a2,28,@FoxNews
328,0.5574,Sat Oct 06 19:58:35 +0000 2018,0.0,0.735,0.265,Senators vote to confirm Supreme Court nominee Brett Kavanaugh. https://t.co/zT0ERRDmOO https://t.co/lCxNLtpK3e,29,@FoxNews
329,0.5574,Sat Oct 06 19:55:22 +0000 2018,0.0,0.816,0.184,"A protester yells ""shame"" as @Sen_JoeManchin casts his final confirmation vote on Supreme Court nominee Brett Kavan… https://t.co/vP04uZtRi1",30,@FoxNews
330,-0.3818,Sat Oct 06 19:50:03 +0000 2018,0.192,0.726,0.081,Protesters were heard screaming outside of the Senate Floor Saturday as the Senate prepared to vote to confirm Judg… https://t.co/KdzceBs6X7,31,@FoxNews
331,0.5574,Sat Oct 06 19:45:52 +0000 2018,0.0,0.841,0.159,"BREAKING: Members of the Senate provide their final vote on Supreme Court nominee Brett Kavanaugh.

Tune in to Fox… https://t.co/rNkunWRNHu",32,@FoxNews
332,0.0,Sat Oct 06 19:44:12 +0000 2018,0.0,1.0,0.0,".@SenSchumer: ""Republicans leaders knew before he was nominated that Judge Kavanaugh was a very flawed choice. But… https://t.co/AYWaoDV1l5",33,@FoxNews
333,0.0,Sat Oct 06 19:37:42 +0000 2018,0.0,1.0,0.0,".@SenSchumer: ""Judge Kavanaugh doesn't belong on the [Supreme Court] because he obscured his views, shrouding his j… https://t.co/9hlrzdMl23",34,@FoxNews
334,0.9022,Sat Oct 06 19:32:33 +0000 2018,0.0,0.498,0.502,".@POTUS on Kavanaugh: ""He will be a great justice of the Supreme Court."" https://t.co/zT0ERRDmOO https://t.co/hxHFC15Q5B",35,@FoxNews
335,-0.5106,Sat Oct 06 19:32:10 +0000 2018,0.292,0.708,0.0,Mississippi governor condemns high school band’s halftime show https://t.co/wZYPU5zeyH,36,@FoxNews
336,0.5106,Sat Oct 06 19:22:44 +0000 2018,0.0,0.798,0.202,".@senatemajldr: ""The heroes of this story are Susan Collins and Jeff Flake."" https://t.co/zT0ERRDmOO https://t.co/Yasou6K0Vc",37,@FoxNews
337,0.4632,Sat Oct 06 19:17:38 +0000 2018,0.109,0.665,0.227,".@senatemajldr: ""The good news is the mob didn't win— justice will be done. We protected the presumption of innocen… https://t.co/F3nwecv7Me",38,@FoxNews
338,0.0,Sat Oct 06 19:12:47 +0000 2018,0.0,1.0,0.0,AWAITING: Final vote on Kavanaugh confirmation https://t.co/YCXfYYJh8d,39,@FoxNews
339,-0.2263,Sat Oct 06 18:57:06 +0000 2018,0.192,0.808,0.0,Protests Ahead of Final Kavanaugh Vote; @LelandVittert reports https://t.co/KZiUnuQf2a,40,@FoxNews
340,-0.4404,Sat Oct 06 18:50:02 +0000 2018,0.182,0.818,0.0,Turley: 'Dreadful Idea' for Democrats to Investigate Kavanaugh If They Take the House https://t.co/HAmUzdNWK5,41,@FoxNews
341,0.5413,Sat Oct 06 18:34:54 +0000 2018,0.0,0.837,0.163,.@SenBobCorker: “I’m very confident in my vote. I’m looking forward to it. I talked to Judge Kavanaugh this morning… https://t.co/HOTMR9ducq,42,@FoxNews
342,0.4019,Sat Oct 06 18:26:59 +0000 2018,0.103,0.703,0.195,Hundreds of anti-Kavanaugh protesters gather on the steps of the U.S. Supreme Court. https://t.co/UFmZVKQxSw https://t.co/nCqLmHZIVz,43,@FoxNews
343,0.6808,Sat Oct 06 18:26:35 +0000 2018,0.0,0.699,0.301,.@SenJohnKennedy: “I’m proud that we reaffirmed the importance of due process in our society.” https://t.co/uEL7khU70n,44,@FoxNews
344,0.7579,Sat Oct 06 18:25:00 +0000 2018,0.0,0.723,0.277,.@SenJohnKennedy: “Today is a day of hope. I think we’re going to approve the appointment of a new Supreme Court Ju… https://t.co/9dLW7YudnS,45,@FoxNews
345,0.0772,Sat Oct 06 18:18:07 +0000 2018,0.0,0.902,0.098,Key Democrats say they want to impeach Kavanaugh. Can they? (via: @FoxBusiness) https://t.co/MwUHMcoMcy,46,@FoxNews
346,-0.2263,Sat Oct 06 17:59:18 +0000 2018,0.101,0.899,0.0,"Trump, GOP on cusp of major victory as final Kavanaugh vote nears, protesters gather on Capitol Hill https://t.co/UFmZVKQxSw",47,@FoxNews
347,-0.4927,Sat Oct 06 17:44:10 +0000 2018,0.225,0.775,0.0,'America's Getting Really Tired of This': @RealCandaceO Slams Left's Kavanaugh Obstruction https://t.co/3tnsaa2MVP,48,@FoxNews
348,0.2732,Sat Oct 06 17:38:35 +0000 2018,0.083,0.777,0.14,TODAY: Don’t miss an interview with @senatemajldr Mitch McConnell during special coverage of the Kavanaugh confirma… https://t.co/C75jmk20GM,49,@FoxNews
349,0.5574,Sat Oct 06 17:21:00 +0000 2018,0.0,0.723,0.277,.@ChuckGrassley: “We’ve got to get back to bipartisanship and I want to encourage that.” https://t.co/212gSx4oNP,50,@FoxNews
350,0.5574,Sat Oct 06 17:19:26 +0000 2018,0.0,0.789,0.211,.@ChuckGrassley: “I’m glad to be where we are today. I want to get over this hump and then… I want to get back to a… https://t.co/KK2UtPJ8pS,51,@FoxNews
351,0.0,Sat Oct 06 17:12:27 +0000 2018,0.0,1.0,0.0,".@ChuckGrassley: “He’s going to look at the law, he’s going to look at the facts of the case… and he’s going to not… https://t.co/ePCm3TYfDF",52,@FoxNews
352,0.8625,Sat Oct 06 17:03:06 +0000 2018,0.0,0.664,0.336,.@FLOTUS: “I think he’s highly qualified for the Supreme Court. I’m glad that Dr. Ford was heard. I’m glad that Jud… https://t.co/kTZBmiV33F,53,@FoxNews
353,0.34,Sat Oct 06 16:56:25 +0000 2018,0.0,0.87,0.13,.@ChrisStirewalt: “[@Sen_JoeManchin] has played this right a couple of different ways and he is looking quite good… https://t.co/gQ6trPGwXl,54,@FoxNews
354,0.0,Sat Oct 06 16:13:58 +0000 2018,0.0,1.0,0.0,.@SenMikeLee: “We believe we have the votes and we look forward to getting him confirmed today.” https://t.co/hN7dIfJc78,55,@FoxNews
355,-0.6249,Sat Oct 06 16:06:58 +0000 2018,0.313,0.687,0.0,.@SenMarkey: “His confirmation is a constitutional crisis in the making.” https://t.co/WlDT7Q9Txg,56,@FoxNews
356,0.4215,Sat Oct 06 15:53:58 +0000 2018,0.0,0.797,0.203,Sen. @LindseyGrahamSC: @SenatorCollins Saved the Senate From 'Sliding Into the Abyss' https://t.co/mEKAjRlkAl,57,@FoxNews
357,0.3612,Sat Oct 06 15:36:06 +0000 2018,0.0,0.894,0.106,".@JenKernsUSA: “That is the power of Donald Trump, whether you like him or not, he might be a little brash at times… https://t.co/bZsBVsCjqx",58,@FoxNews
358,0.5994,Sat Oct 06 15:25:00 +0000 2018,0.0,0.766,0.234,TODAY: Watch special coverage of the Kavanaugh confirmation vote on Fox News Channel. Join hosts @BillHemmer and… https://t.co/Jgm5VofN9c,59,@FoxNews
359,0.0,Sat Oct 06 15:09:21 +0000 2018,0.0,1.0,0.0,Banksy’s painting self-destructs moments after it’s sold for $1.4M https://t.co/XclgA6tT3b,60,@FoxNews
360,0.5574,Sat Oct 06 14:58:10 +0000 2018,0.0,0.806,0.194,U.S. Senators make remarks about the nomination of Judge Brett Kavanaugh to the Supreme Court.… https://t.co/YuAxxqX95O,61,@FoxNews
361,0.0,Sat Oct 06 14:53:45 +0000 2018,0.0,1.0,0.0,".@lisamurkowski to vote ‘present’ on Kavanaugh so @SteveDaines can attend daughter’s wedding
https://t.co/JVfxc6dtmm",62,@FoxNews
362,0.4404,Sat Oct 06 14:44:41 +0000 2018,0.0,0.868,0.132,"Mark Penn: “I hope as part of the postmortem of this, more Democrats will rethink the strategy of resistance.” https://t.co/gDQR4l3myo",63,@FoxNews
363,-0.2263,Sat Oct 06 14:35:21 +0000 2018,0.213,0.787,0.0,Protesters Rally Ahead of Final Kavanaugh Vote https://t.co/mpZw1s98mO,64,@FoxNews
364,0.5574,Sat Oct 06 14:32:50 +0000 2018,0.0,0.806,0.194,U.S. Senators make remarks about the nomination of Judge Brett Kavanaugh to the Supreme Court.… https://t.co/ze0raFfE8l,65,@FoxNews
365,0.7178,Sat Oct 06 14:31:29 +0000 2018,0.0,0.76,0.24,".@AlanDersh: “I think that he now, once he’s confirmed, has an opportunity to go forward and be a very good justice… https://t.co/fyUeIqYndh",66,@FoxNews
366,-0.5799,Sat Oct 06 14:25:00 +0000 2018,0.273,0.727,0.0,.@SenJoniErnst: “This really was a very shameful process by the Democrats.” https://t.co/5vYXDpB55J,67,@FoxNews
367,0.7351,Sat Oct 06 14:22:00 +0000 2018,0.0,0.763,0.237,.@SenJoniErnst: “I do believe that we will pick up seats in the United States Senate… and I think we can gain momen… https://t.co/sHNwkRd6CM,68,@FoxNews
368,0.6369,Sat Oct 06 14:18:21 +0000 2018,0.0,0.679,0.321,.@SenJoniErnst: “In the United States we are presumed innocent until proven guilty.” https://t.co/rovAVJBKBs,69,@FoxNews
369,0.0,Sat Oct 06 14:14:11 +0000 2018,0.0,1.0,0.0,.@SenJoniErnst: “Any Senator that maybe steps away or has different thoughts about any large issue facing our natio… https://t.co/lk32OX0ZSZ,70,@FoxNews
370,0.0,Sat Oct 06 14:11:37 +0000 2018,0.0,1.0,0.0,.@GriffJenkins is live with the ‘Fox News Update’ on Facebook Watch: https://t.co/hNrB8xzepH https://t.co/L41YlDZ9Ez,71,@FoxNews
371,0.5574,Sat Oct 06 14:08:35 +0000 2018,0.0,0.833,0.167,.@SenJoniErnst: “I do believe that we will confirm Judge Kavanaugh to be our next US Supreme Court Justice.” https://t.co/vfXrytkySJ,72,@FoxNews
372,0.5994,Sat Oct 06 13:55:00 +0000 2018,0.0,0.766,0.234,TODAY: Watch special coverage of the Kavanaugh confirmation vote on Fox News Channel. Join hosts @BillHemmer and… https://t.co/ecZYYmwFmY,73,@FoxNews
373,0.7783,Sat Oct 06 13:50:44 +0000 2018,0.0,0.657,0.343,.@BillCassidy: “Brett Kavanaugh will be an outstanding jurist and he will be approved today.” https://t.co/Q6GkNh9DUG,74,@FoxNews
374,-0.3612,Sat Oct 06 13:42:14 +0000 2018,0.172,0.828,0.0,Melania Trump criticized for wearing white pith helmet in Kenya during safari https://t.co/hipLRoez3d,75,@FoxNews
375,0.5106,Sat Oct 06 13:31:37 +0000 2018,0.0,0.732,0.268,.@RealDeanCain: “It may have energized Republicans more than anybody.” https://t.co/73NfzHL3eb,76,@FoxNews
376,0.128,Sat Oct 06 13:25:00 +0000 2018,0.101,0.773,0.126,".@JonahNRO: “Mitch McConnell, I think deserves an enormous amount of credit for doing this. He blocked Merrick Garl… https://t.co/YxhaiVr6U5",77,@FoxNews
377,-0.2263,Sat Oct 06 13:17:51 +0000 2018,0.241,0.759,0.0,Mass Protests Expected Today; @GillianHTurner reports https://t.co/ruOOYT5163,78,@FoxNews
378,0.6369,Sat Oct 06 13:00:15 +0000 2018,0.0,0.802,0.198,.@GreggJarrett: “I thought that was the best speech on the floor of the Senate that I’ve seen.” https://t.co/5H5DEZBN7n,79,@FoxNews
379,0.5574,Sat Oct 06 12:54:49 +0000 2018,0.0,0.806,0.194,U.S. Senators make remarks about the nomination of Judge Brett Kavanaugh to the Supreme Court.… https://t.co/IUblpxVJT4,80,@FoxNews
380,-0.34,Sat Oct 06 12:49:01 +0000 2018,0.156,0.844,0.0,"Pet cat disappears from owner's Montana home, reappears over a year later in Nevada https://t.co/AXUF3tL4uY",81,@FoxNews
381,0.0772,Sat Oct 06 12:34:30 +0000 2018,0.0,0.947,0.053,".@SenCapito: “I don’t want to give up anybody’s right to yell at me or tell me what they think, cause that’s the wa… https://t.co/h56AbEr7lA",82,@FoxNews
382,0.0,Sat Oct 06 12:30:23 +0000 2018,0.0,1.0,0.0,".@SenCapito: “When it comes right down to it, the fairness aspect of what we’ve seen moving forward, is why I think… https://t.co/fLNKkvHn4h",83,@FoxNews
383,0.0,Sat Oct 06 12:27:00 +0000 2018,0.0,1.0,0.0,Senate Expected to Confirm Kavanaugh Today; @ChadPergram reports https://t.co/0JvZx8ncZT,84,@FoxNews
384,-0.4588,Sat Oct 06 12:25:06 +0000 2018,0.168,0.765,0.066,'Jersey Shore' star Mike 'The Situation' Sorrentino speaks out following 8-month prison sentence for tax evasion https://t.co/lWkNpvX14X,85,@FoxNews
385,0.5256,Sat Oct 06 12:21:01 +0000 2018,0.0,0.816,0.184,".@mercedesschlapp: “I’m incredibly proud of working with this president, who has stood by Judge Kavanaugh.” https://t.co/hf5JqeQhlB",86,@FoxNews
386,0.4678,Sat Oct 06 12:18:28 +0000 2018,0.0,0.816,0.184,".@mercedesschlapp: “It’s such a huge win for the president, but not only for the president, but for the nation, for… https://t.co/r8b8M5vFdF",87,@FoxNews
387,0.0,Sat Oct 06 12:14:30 +0000 2018,0.0,1.0,0.0,".@mercedesschlapp: “President Trump stood by Brett Kavanaugh throughout this whole process, I don’t know if any oth… https://t.co/C2UzLmOSTu",88,@FoxNews
388,0.4939,Sat Oct 06 12:11:14 +0000 2018,0.0,0.789,0.211,".@mercedesschlapp: “Clearly for Senator Collins, this was a moment of courage for her.” https://t.co/ygfDs0TZhb",89,@FoxNews
389,0.0,Sat Oct 06 12:03:06 +0000 2018,0.0,1.0,0.0,Senate Expected to Confirm Kavanaugh Today https://t.co/Mjv28AAvHR,90,@FoxNews
