,Compound,Date,Negative Score,Neutral Score,Positive Score,Text,Tweets Ago,Username
17,-0.8074,Fri Oct 05 19:04:05 +0000 2018,0.356,0.644,0.0,"Follow some of the debt counsellors working for Christians Against Poverty.

The Debt Saviours | 9pm | @BBCTwo |… https://t.co/t0c5uwl4jk",18,@BBC
18,0.0,Fri Oct 05 18:08:03 +0000 2018,0.0,1.0,0.0,💪🐔 Check out these miniature chicken bodybuilders. https://t.co/rfRrfZMVkM,19,@BBC
19,0.0,Fri Oct 05 17:03:08 +0000 2018,0.0,1.0,0.0,John Humphrys presents the first heat of the series as the hunt for the nation's Mastermind gets back underway.… https://t.co/hQdf779Yeo,20,@BBC
20,0.0,Fri Oct 05 16:05:04 +0000 2018,0.0,1.0,0.0,FACT: Britons can only let go emotionally when a barmaid breaks some glasses... 😂 #TheMashReport https://t.co/Hk2tqQv8WR,21,@BBC
21,0.3612,Fri Oct 05 15:32:37 +0000 2018,0.0,0.872,0.128,"RT @1Xtra: .@RayBLK_'s #LiveLounge cover of 'A Natural Woman' for #BackHistoryMonth was just incredible.  

Full video 👉🏿 https://t.co/6TNL…",22,@BBC
22,0.7717,Fri Oct 05 14:06:12 +0000 2018,0.0,0.642,0.358,"RT @BBCWales: 😂 Best global marketing campaign ever? 

🆕 #FestivalofFunny comedy: #TouristTrap 
⭐️ @MikeBubbins, @MariBarf, @SallyEPhillips…",23,@BBC
23,0.3612,Fri Oct 05 14:06:04 +0000 2018,0.0,0.889,0.111,"RT @BBCWales: The new tourism head honcho for Wales gets hands on as she learns all about making love...spoons. 😆

🆕 Comedy: #TouristTrap…",24,@BBC
24,0.0,Fri Oct 05 13:55:03 +0000 2018,0.0,1.0,0.0,"RT @BBCWales: 😮WE JUST DROPPED ALL OF #TOURISTTRAP ON @BBCIPLAYER. 

✨WATCH EVERY EPISODE HERE 👉 https://t.co/kOmZRWZt8D

👍HAPPY FRIDAY! #F…",25,@BBC
25,-0.1027,Fri Oct 05 13:02:07 +0000 2018,0.091,0.909,0.0,"'I hid my baby from social services in case they took it away.'
👉 https://t.co/GzIQQwypFT https://t.co/2m4sqlGogP",26,@BBC
26,0.1779,Fri Oct 05 12:33:00 +0000 2018,0.131,0.657,0.211,"Raoul the turtle had a lucky escape after getting tangled in plastic waste. 🐢

#Mediterranean with @simon_reeve sta… https://t.co/naQPqpDwpy",27,@BBC
27,0.0,Fri Oct 05 12:03:07 +0000 2018,0.0,1.0,0.0,"🐬 This woman taught a dolphin to speak English. 

🔈 Sound up for this one…  https://t.co/wck12UVoRr",28,@BBC
28,0.8555,Fri Oct 05 11:03:05 +0000 2018,0.0,0.669,0.331,"Why does everybody love moth memes?

It's the one-sided love story that we can all relate to...
👉… https://t.co/55Oz8ULaX3",29,@BBC
29,0.743,Fri Oct 05 10:00:25 +0000 2018,0.0,0.674,0.326,"RT @BBCTwo: We literally can't get enough of @donaldglover's amazing smile. 😁😁 #Atlanta #WorldSmileDay
https://t.co/ovzKcY0pKg",30,@BBC
30,0.3818,Fri Oct 05 09:32:19 +0000 2018,0.22,0.478,0.303,"The Nobel Peace Prize has been awarded to campaigners against rape in warfare Nadia Murad and Denis Mukwege. 
👉… https://t.co/getpPN0hD9",31,@BBC
31,0.7414,Fri Oct 05 09:27:55 +0000 2018,0.0,0.77,0.23,RT @BBC_Teach: It’s #WorldTeachersDay 👩🏫 so to celebrate we're inviting you to upload a video of yourself singing &amp; dancing along to one of…,32,@BBC
32,-0.6705,Fri Oct 05 09:08:05 +0000 2018,0.2,0.8,0.0,"The quest for extreme selfies killed 259 people between 2011 and 2017, a 2018 global study has revealed.
👉… https://t.co/uojB5RWAf2",33,@BBC
33,0.5994,Fri Oct 05 08:00:11 +0000 2018,0.0,0.804,0.196,👩🏾‍🎨🎨🖼 This artist on a mission to change how black women are illustrated with her beautiful designs. https://t.co/OiKhaT5joi,34,@BBC
34,0.5719,Fri Oct 05 07:08:05 +0000 2018,0.0,0.719,0.281,"From dream job to reality: How do career dreams really work out?
👉 https://t.co/jXwJd5MzSu https://t.co/cf8HHuYtyi",35,@BBC
35,0.0,Fri Oct 05 06:11:03 +0000 2018,0.0,1.0,0.0,"These urban corals are thriving against all odds in Miami.

#OurBluePlanet w/ @oceanx + @coralmorph https://t.co/zjeBH83ZM7",36,@BBC
36,0.0,Thu Oct 04 20:06:04 +0000 2018,0.0,1.0,0.0,"🎶 @BTS_twt is the #KPop band taking over the world and smashing records everywhere. 

Who are they and how did they… https://t.co/SSFjTKFAjU",37,@BBC
37,-0.5209,Thu Oct 04 19:01:08 +0000 2018,0.227,0.673,0.101,"Could the power of fake pills be used to treat some of our most common medical complaints? 💊

#Horizon The Placebo… https://t.co/R3YMojVEYu",38,@BBC
38,0.0,Thu Oct 04 18:01:09 +0000 2018,0.0,1.0,0.0,"This is how homophobia feels in 2018. 
#NationalPoetryDay https://t.co/Dk2F3dDLPl",39,@BBC
39,-0.6124,Thu Oct 04 17:11:06 +0000 2018,0.26,0.64,0.1,"🥓 Regularly eating foods like bacon and sausages may raise the risk of breast cancer, according to researchers.
👉… https://t.co/drh72r7tDj",40,@BBC
40,0.4215,Thu Oct 04 16:03:07 +0000 2018,0.0,0.714,0.286,"Maya Angelou: prolific, powerful, and a polymath. 
#BlackHistoryMonth https://t.co/99z0ppyKYK",41,@BBC
41,-0.4588,Thu Oct 04 15:29:47 +0000 2018,0.242,0.67,0.088,"RT @BBCWales: Forget the lies and the myths about growing up on an estate. 

#NationalPoetryDay

https://t.co/HPKwfqx7bq",42,@BBC
42,0.0,Thu Oct 04 14:01:23 +0000 2018,0.0,1.0,0.0,"How did Shakespeare invent all those clichés? And how can he be stopped?! 🤔
#NationalPoetryDay  https://t.co/sCmnhZiv4G",43,@BBC
43,0.1531,Thu Oct 04 13:03:03 +0000 2018,0.0,0.849,0.151,"🌡🌍 What does 1.5C mean in a warming world?
👉 https://t.co/XzjY5M8oNl https://t.co/kMLXVnvjxm",44,@BBC
44,-0.25,Thu Oct 04 12:02:05 +0000 2018,0.357,0.429,0.214,Are you feeling lonely? https://t.co/HxqBp6oh17,45,@BBC
45,0.4404,Thu Oct 04 11:28:10 +0000 2018,0.0,0.813,0.187,"RT @BBCEarth: This #WorldAnimalDay, we’re giving you an exclusive first look at David Attenborough’s new series.

#Dynasties - Coming soon…",46,@BBC
46,0.0,Thu Oct 04 11:13:01 +0000 2018,0.0,1.0,0.0,"Ever heard a beatboxing starling? 🔊🔊
#WorldAnimalDay https://t.co/N758EN4j3s",47,@BBC
47,0.1759,Thu Oct 04 10:45:47 +0000 2018,0.206,0.546,0.248,"The pika might just be the world's cutest thief! 
#WorldAnimalDay https://t.co/v8dSKoVYgD",48,@BBC
48,0.0,Thu Oct 04 10:26:38 +0000 2018,0.0,1.0,0.0,Could this squat be a moment that sparks change? https://t.co/GFXOeWufHl,49,@BBC
49,0.4939,Thu Oct 04 08:00:04 +0000 2018,0.0,0.775,0.225,"🐬 A dolphin with a prosthetic tail inspired Ellie’s Paralympic journey.

#OurBluePlanet w/ @oceanx https://t.co/WtUfOh4W2Z",50,@BBC
50,-0.2263,Thu Oct 04 07:03:02 +0000 2018,0.239,0.516,0.245,"🥗 Eating a Mediterranean diet may help prevent depression, research suggests.
👉 https://t.co/FIpHPRQHqV https://t.co/tl4BbDsxUa",51,@BBC
51,-0.5994,Thu Oct 04 06:03:01 +0000 2018,0.231,0.769,0.0,"3 homeless people die every week in the UK.
Meanwhile in Finland...

(via @BBCThree) https://t.co/P4MYjbE4d1",52,@BBC
52,0.4939,Wed Oct 03 19:04:04 +0000 2018,0.0,0.819,0.181,"The search for Lord Sugar's next business partner begins, and this year the challenges are bigger and better than e… https://t.co/El1AyC5sXs",53,@BBC
53,0.0,Wed Oct 03 17:59:01 +0000 2018,0.0,1.0,0.0,🎧❤️ Dementia playlists are making such a big difference to these people.  https://t.co/ojVDVuP6to,54,@BBC
54,0.0,Wed Oct 03 17:03:42 +0000 2018,0.0,1.0,0.0,RT @BBCnireland: ✍ @BBCApprentice is back tonight on @BBCOne so here are some tips to get you hired! - https://t.co/gc5KSIFQf1 https://t.co…,55,@BBC
55,0.4404,Wed Oct 03 16:55:01 +0000 2018,0.0,0.861,0.139,❤️ Couples will soon be able to choose a civil partnership instead of a marriage thanks to Rebecca and Charles. https://t.co/nampxOV5ur,56,@BBC
56,0.0,Wed Oct 03 15:58:03 +0000 2018,0.0,1.0,0.0,🍜 The humble origins of an incredibly versatile food – the potted history of instant noodles. https://t.co/3RMBZ33zFY,57,@BBC
57,0.0,Wed Oct 03 13:04:03 +0000 2018,0.0,1.0,0.0,"🌙 'Leonardo da Vinci was the first recorded person to realise what a crescent moon was.'

Nine out of this world fa… https://t.co/cpzfOniwxA",58,@BBC
58,0.0343,Wed Oct 03 11:57:04 +0000 2018,0.159,0.675,0.166,"That time @RyanGosling was training to be an astronaut and DEFINITELY WASN'T (was) sick. 
#TheGNShow https://t.co/mf8dnizxAV",59,@BBC
59,0.2732,Wed Oct 03 11:01:02 +0000 2018,0.0,0.89,0.11,"🕺🎙 'Tom Daley was an Elvis impersonator - with his dad'

10 surprising things we learned from @TomDaley1994’s… https://t.co/NGQAEEJWdl",60,@BBC
60,-0.5574,Wed Oct 03 08:02:04 +0000 2018,0.247,0.753,0.0,"19-year-old rapper Kitch has a stutter when he speaks - but when he performs, it usually disappears. https://t.co/tVXhIeAwEg",61,@BBC
61,0.0,Wed Oct 03 08:01:24 +0000 2018,0.0,1.0,0.0,"RT @BBCRadio2: 🥁Drumroll please!🥁

Our brand new Breakfast Show host is @ZoeTheBall! 👏

https://t.co/th597DBxQI https://t.co/dbfQgMsuHO",62,@BBC
62,-0.6124,Wed Oct 03 07:04:08 +0000 2018,0.192,0.808,0.0,"🐧 A zoo has been forced to fill its new penguin exhibit with models, as a shortage of birds means it is unable to g… https://t.co/BmSAy8zQJP",63,@BBC
63,0.0,Wed Oct 03 06:08:02 +0000 2018,0.0,1.0,0.0,"""Oh, I'm so sorry,"" and other things not to say to amputees. 
(via @BBCThree) https://t.co/L8eiOleNyi",64,@BBC
64,0.0,Tue Oct 02 19:02:07 +0000 2018,0.0,1.0,0.0,"Discover the extraordinary story of how a small Scottish bank grew to briefly become the biggest in the world, befo… https://t.co/OQpgOJ7edi",65,@BBC
65,-0.802,Tue Oct 02 17:55:03 +0000 2018,0.427,0.573,0.0,Knife crime is up 22%. Who are the victims and what’s to blame? https://t.co/ZEAml31p9m,66,@BBC
66,0.4019,Tue Oct 02 17:06:06 +0000 2018,0.0,0.803,0.197,"The gender reveal party that sparked a massive 47,000 acre wildfire. 
👉 https://t.co/b0Xc17AuK5 https://t.co/ROh8TOMH7K",67,@BBC
67,0.5574,Tue Oct 02 16:06:02 +0000 2018,0.0,0.816,0.184,"In 2002, Iberian Lynx were the rarest cats in the world. But then something remarkable happened... https://t.co/iEVCaSDvjN",68,@BBC
68,-0.2732,Tue Oct 02 14:06:04 +0000 2018,0.242,0.554,0.204,Two scientists who discovered how to fight cancer using the body's immune system have won the 2018 #NobelPrize for… https://t.co/fIj6Ly7Z3u,69,@BBC
69,0.5994,Tue Oct 02 13:05:03 +0000 2018,0.0,0.795,0.205,"🍲😋 A bowl of warm, hearty stew is always a welcome sight on a cold day.

From a classic beef stew to a vegetarian h… https://t.co/1X1qdk14Oh",70,@BBC
70,0.0,Tue Oct 02 12:05:04 +0000 2018,0.0,1.0,0.0,"Jodie Whittaker. New Doctor...and a 'Shat Lass'.
#TheGNShow #DoctorWho https://t.co/25HwEbjAfn",71,@BBC
71,0.5719,Tue Oct 02 10:47:27 +0000 2018,0.0,0.829,0.171,"Donna Strickland has become the first woman to have won the #NobelPrize in Physics in 55 years. 
👉… https://t.co/hGIojnR1W0",72,@BBC
72,0.0,Tue Oct 02 10:27:17 +0000 2018,0.0,1.0,0.0,"RT @BBCSport: SPOTY is back - and there are some big changes.

The BBC Sports Personality of the Year 2018 contenders will be revealed on t…",73,@BBC
73,0.6696,Tue Oct 02 10:16:58 +0000 2018,0.0,0.728,0.272,"❤️💃🏻 Ballet is still the love of Joyce's life at 98-years-old! 
#WorldBalletDay https://t.co/nzr3Jy1wbS",74,@BBC
74,-0.6705,Tue Oct 02 09:22:00 +0000 2018,0.231,0.769,0.0,"Over 300,000 marine animals are killed after becoming entangled in fishing gear every year. 
#DrowningInPlastic… https://t.co/WmFqGMo8Es",75,@BBC
75,0.0,Tue Oct 02 09:10:44 +0000 2018,0.0,1.0,0.0,RT @bbccomedy: ‘There She Goes’ starring @JefficaHoons and David Tennant comes to @BBCFOUR on October 16th. https://t.co/tH37Wg5TBC,76,@BBC
76,-0.7964,Tue Oct 02 08:00:09 +0000 2018,0.321,0.679,0.0,"In January 1918, the Spanish flu swept the world and killed more people than WW1. 
#TheFluThatKilled50Million https://t.co/WinYKnWfSA",77,@BBC
77,0.0,Tue Oct 02 07:05:06 +0000 2018,0.0,1.0,0.0,"👛 Do you know where your tips go? 

A guide to how tipping works in restaurants.
👉 https://t.co/CNU4t3iogG https://t.co/7dcsckQwcG",78,@BBC
78,-0.6486,Tue Oct 02 06:09:05 +0000 2018,0.202,0.798,0.0,"More than half of the world's killer whales could be wiped out by man-made chemicals, scientists say.  https://t.co/w1SaxVchyO",79,@BBC
79,-0.128,Mon Oct 01 19:00:01 +0000 2018,0.081,0.919,0.0,Wildlife biologist @LizBonnin visits scientists working at the cutting edge of plastics research. She works with le… https://t.co/rSc4ZR9MEX,80,@BBC
80,0.0,Mon Oct 01 17:16:04 +0000 2018,0.0,1.0,0.0,"A 19-year-old university student has described his photograph of a white fallow buck sneezing as a ""one-in-a-millio… https://t.co/A1q3ZEIz2z",81,@BBC
81,0.7506,Mon Oct 01 16:05:44 +0000 2018,0.0,0.738,0.262,"RT @BBCFood: 🥕 It's World Vegetarian Day and we're celebrating all things veggie. Whether you're looking for a quick lunch, a healthy trayb…",82,@BBC
82,0.0,Mon Oct 01 15:48:02 +0000 2018,0.0,1.0,0.0,"RT @CBeebiesHQ: Cuddle up cheek to cheek!

Sharon D. Clarke is back for tonight's #BedtimeStory 😴📚

The biographical tale of Ella Fitzgeral…",83,@BBC
83,0.0,Mon Oct 01 15:00:02 +0000 2018,0.0,1.0,0.0,These scientists have found plastic in every area of the Arctic; there are about 225 trillion particles in the whol… https://t.co/UoKtCXow1b,84,@BBC
84,0.0,Mon Oct 01 14:01:07 +0000 2018,0.0,1.0,0.0,"An Astrophysicist? A World Traveller? CEO of the British Library? 🔭📚🤷

Illustrator Sir Quentin Blake has reimagined… https://t.co/PqXhCcoHH9",85,@BBC
85,0.0,Mon Oct 01 13:04:26 +0000 2018,0.0,1.0,0.0,"RT @bbcgetinspired: 'I'm a Muslim woman, I'm visually-impaired and I'm a boxer' 🥊🥊 #GetInspired 

https://t.co/zJorjZokVM",86,@BBC
86,0.7456,Mon Oct 01 13:03:06 +0000 2018,0.0,0.689,0.311,"🎶🌟@LadyGaga and Jodie Whittaker playing the #DoctorWho theme tune on the theremin is AMAZING. #TheGNShow

https://t.co/PEwaE9tzNH",87,@BBC
87,0.128,Mon Oct 01 12:33:03 +0000 2018,0.166,0.642,0.193,"😂😃😐 Can you spot a fake laugh? 

Take this quiz to find out. 👉 https://t.co/LAFjV5ggf7 https://t.co/sFjlLRwzQK",88,@BBC
88,-0.5574,Mon Oct 01 12:08:21 +0000 2018,0.205,0.795,0.0,"Geoffrey Hayes, who hosted long-running children's TV show, Rainbow, has died aged 76.
👉 https://t.co/10XDMpYCiz https://t.co/vPs5odJKqy",89,@BBC
89,0.7003,Mon Oct 01 11:03:02 +0000 2018,0.0,0.655,0.345,"This Amazing Human uses coffee to give homeless people a second chance. ☕️💛#InternationalCoffeeDay

https://t.co/wOc1ce2B3J",90,@BBC
90,0.3818,Mon Oct 01 10:03:06 +0000 2018,0.134,0.591,0.274,"Turns out it's *quite* difficult to keep a straight face while testing laughing gas...

https://t.co/nFlgKY7NuY",91,@BBC
91,-0.7351,Mon Oct 01 09:46:54 +0000 2018,0.237,0.763,0.0,RT @BBCRadio4: We conducted the world's largest survey on loneliness and discovered that 16-24 year olds are the loneliest age group. Read…,92,@BBC
92,0.0,Mon Oct 01 09:04:02 +0000 2018,0.0,1.0,0.0,"We cannot WAIT for the new Doctor Who series! @bbcdoctorwho #TheGNShow

https://t.co/BkxpymO5Be",93,@BBC
93,0.7845,Mon Oct 01 08:02:02 +0000 2018,0.0,0.734,0.266,"Start your Monday the right way. Watch Tom Hardy explain to a child why we should love all things equally. 💔😭

https://t.co/646n5wwjvL",94,@BBC
94,-0.7845,Mon Oct 01 07:32:01 +0000 2018,0.434,0.566,0.0,Persistent chemical pollution threatens the future of killer whales. 💔 https://t.co/wJJIQj8WLK https://t.co/saSP4leLjt,95,@BBC
95,-0.872,Mon Oct 01 07:03:05 +0000 2018,0.398,0.602,0.0,"Last year @higeorgeshelley's sister died in an accident. 

He opens up about grief and how to cope.

https://t.co/4SajjiJI6e",96,@BBC
96,0.4753,Sun Sep 30 20:21:03 +0000 2018,0.0,0.843,0.157,"RT @BBCOne: “I see women out with their babies walking around like it’s nothing… I just want to yell out at them, “You’re amazing!” @Jenna_…",97,@BBC
97,0.6239,Sun Sep 30 19:39:53 +0000 2018,0.0,0.687,0.313,RT @bbcstrictly: Wow. #Strictly Movie Week looks wand-erful! 🧙‍♂️✨ https://t.co/3Iko29h06s,98,@BBC
98,0.0,Sun Sep 30 19:03:02 +0000 2018,0.0,1.0,0.0,"A mother’s life disintegrates while the world looks on. 

#TheCry | 9pm | @BBCOne | https://t.co/hDRdVsMamq https://t.co/2SrLnoKGLi",99,@BBC
99,0.0,Sun Sep 30 17:16:03 +0000 2018,0.0,1.0,0.0,Tonight it's the first @BBCStrictly results show! Find out which couples have made it through and which two will be… https://t.co/vytPpS8tTl,100,@BBC
100,0.0772,Sat Oct 06 21:33:36 +0000 2018,0.0,0.936,0.064,"RT @CBSAllAccess: Take a first look at Spock, Number One, and Section 31’s newest recruit. #StarTrekDiscovery returns January 17, 2019. htt…",1,@CBS
101,0.5423,Fri Oct 05 23:30:00 +0000 2018,0.0,0.8,0.2,"Viewers in Atlanta, Charlotte, Pittsburgh, and most of Michigan and Wisconsin, please take note of the DVR alert be… https://t.co/fradnBOvdk",2,@CBS
102,-0.3612,Fri Oct 05 20:10:09 +0000 2018,0.179,0.821,0.0,"RT @MadamSecretary: Worlds collide when former Secretaries of State @HillaryClinton, @madeleine, and Colin Powell stop by #MadamSecretary f…",3,@CBS
103,0.0,Fri Oct 05 19:23:53 +0000 2018,0.0,1.0,0.0,".@TheNeighborhood's @BethBehrs and @latelateshow may have come up with a new hit show called ""Naked Rabbi.""… https://t.co/KLsSlzgC0f",4,@CBS
104,-0.6808,Fri Oct 05 17:42:12 +0000 2018,0.189,0.811,0.0,"RT @FBICBS: When a killer's victim survives to tell the tale, it's up to the team to catch him before he kills again. 

The first SEVEN MIN…",5,@CBS
105,0.3612,Fri Oct 05 16:45:23 +0000 2018,0.0,0.828,0.172,But you know the CBS Fall TV that makes YOU smile. #WorldSmileDay https://t.co/JVOh5TlK0D,6,@CBS
106,0.4767,Fri Oct 05 16:45:22 +0000 2018,0.0,0.721,0.279,Not everyone smiles at the same shows #WorldSmileDay https://t.co/XFwNIFleXf,7,@CBS
107,0.3612,Fri Oct 05 16:45:22 +0000 2018,0.0,0.8,0.2,"And smile at shows that, you know, get you. #WorldSmileDay https://t.co/9JpmKkB7Ky",8,@CBS
108,0.6124,Fri Oct 05 16:45:21 +0000 2018,0.0,0.667,0.333,Smile at shows you’ve been meaning to smile at before #WorldSmileDay https://t.co/MWrtrX62BP,9,@CBS
109,0.7003,Fri Oct 05 16:45:21 +0000 2018,0.0,0.58,0.42,Get right back into smiling with your favorites #WorldSmileDay https://t.co/BohCiTymMO,10,@CBS
110,0.3612,Fri Oct 05 16:45:19 +0000 2018,0.0,0.737,0.263,Time to smile at new shows #WorldSmileDay https://t.co/n45SpVXuOq,11,@CBS
111,0.4199,Fri Oct 05 16:45:19 +0000 2018,0.0,0.715,0.285,Smile! CBS Fall TV is here. #WorldSmileDay https://t.co/QhmtAmJL0X,12,@CBS
112,0.0,Thu Oct 04 17:17:46 +0000 2018,0.0,1.0,0.0,"The Big Bang Theory.
Young Sheldon, Mom, Murphy Brown.
S.W.A.T. Watch them tonight.

#NationalPoetryDay",13,@CBS
113,-0.3875,Thu Oct 04 00:34:37 +0000 2018,0.226,0.774,0.0,@shygirlsue @Ranker And we couldn't be prouder of you.😊 https://t.co/Rt9bRkv32J,14,@CBS
114,0.0,Wed Oct 03 23:45:21 +0000 2018,0.0,1.0,0.0,@suferah_khan https://t.co/hkLN6VK6WI,15,@CBS
115,0.7906,Wed Oct 03 23:39:03 +0000 2018,0.0,0.682,0.318,.@Ranker is ranking the best CBS shows of all time. Did your favorites make the list? https://t.co/D3ZrfZK0Q9,16,@CBS
116,0.4939,Wed Oct 03 19:35:31 +0000 2018,0.0,0.849,0.151,".@CrimMinds_CBS returns tonight for its 300th episode. In honor of the milestone season premiere, the cast has a me… https://t.co/o9aKkBKKtw",17,@CBS
117,0.6956,Wed Oct 03 17:05:20 +0000 2018,0.0,0.69,0.31,".@wayansjr debuted his perfect impression of his father on @colbertlateshow but everybody, be cool, and don't tell… https://t.co/MWa9UNOORj",18,@CBS
118,0.8858,Tue Oct 02 21:25:29 +0000 2018,0.0,0.646,0.354,RT @CBSAllAccess: It's a great day to be a fan of #TheTwilightZone! We're celebrating the 59th anniversary of the classic series AND the of…,19,@CBS
119,0.0,Tue Oct 02 18:36:26 +0000 2018,0.0,1.0,0.0,"⚡️ “Happy Together Premieres on CBS”

https://t.co/W7IvELcMcw",20,@CBS
120,-0.4449,Tue Oct 02 17:52:53 +0000 2018,0.164,0.836,0.0,"@miamicah We don't know for sure about that, but we are sure that you should be some sort of TV detective. 🙂 https://t.co/uW5aSn7jlO",21,@CBS
121,0.0,Tue Oct 02 16:49:34 +0000 2018,0.0,1.0,0.0,"⚡️ “The Neighborhood Premieres on CBS”

https://t.co/R72l342BFE",22,@CBS
122,0.3182,Tue Oct 02 02:42:23 +0000 2018,0.0,0.881,0.119,"RT @startrekcbs: Discover the next adventure of #StarTrekDiscovery January 2019, and catch #Starfleet at @NY_Comic_Con THIS Saturday. https…",23,@CBS
123,0.765,Tue Oct 02 01:10:54 +0000 2018,0.0,0.708,0.292,The stars of @TheNeighborhood and @happytogether celebrated their shows' premieres on CBS tonight with a good old f… https://t.co/fu9SJzv7hZ,24,@CBS
124,0.0,Tue Oct 02 00:01:07 +0000 2018,0.0,1.0,0.0,"RT @TheNeighborhood: It's almost time! Our live Q&amp;A with the casts of #TheNeighborhood &amp; #HappyTogether is starting at 8pm ET/ 5pm PT. 

Se…",25,@CBS
125,0.0,Mon Oct 01 21:56:03 +0000 2018,0.0,1.0,0.0,Head over to the CBS Facebook page now for the #FacebookLive with @happytogether’s @wayansjr and @TheNeighborhood’s… https://t.co/37QOrVA1sh,26,@CBS
126,0.296,Mon Oct 01 16:33:11 +0000 2018,0.0,0.864,0.136,Join @happytogether's @wayansjr and @TheNeighborhood's @iamgreenfield for a Facebook Live TODAY at 5:45p ET/2:45 PT… https://t.co/klrx7cA41H,27,@CBS
127,-0.2263,Sun Sep 30 23:51:26 +0000 2018,0.091,0.909,0.0,"Due to #NFL football game overrun, #CBS Sunday lineup is delayed in East/Central time zones ONLY. New start times:… https://t.co/zmEn7CVlUi",28,@CBS
128,0.6124,Sun Sep 30 17:00:00 +0000 2018,0.0,0.81,0.19,The cast of @GodFriendedMe answers some heavenly questions about social media before the show premieres tonight aft… https://t.co/61Tx2GTn35,29,@CBS
129,0.0,Sun Sep 30 14:34:18 +0000 2018,0.0,1.0,0.0,RT @CBSAllAccess: Stream NFL on CBS LIVE today starting at 1pm ET on CBS All Access! 🏈 https://t.co/vsod8jYeZl https://t.co/UBp3R4UCAd,30,@CBS
130,0.0,Fri Sep 28 22:22:01 +0000 2018,0.0,1.0,0.0,"On @colbertlateshow, @TheNeighborhood's @CedEntertainer and Stephen recall the first time they met on a night when… https://t.co/vjz1zVg4sR",31,@CBS
131,0.0,Fri Sep 28 20:16:14 +0000 2018,0.0,1.0,0.0,".@happytogether's @wayansjr, @HereIsGina &amp; @latelateshow discuss the pros and cons of living with a pop star. Con:… https://t.co/PLXFxfheW7",32,@CBS
132,0.0,Fri Sep 28 17:52:41 +0000 2018,0.0,1.0,0.0,"If you haven't seen @SEALTeamCBS, make it your mission to know them before the #SEALTeam Season 2 premiere October… https://t.co/NhCPI3lZSV",33,@CBS
133,0.0,Fri Sep 28 16:51:50 +0000 2018,0.0,1.0,0.0,"⚡️ “Murphy Brown Returns to CBS”

https://t.co/3vsAg7WcB1",34,@CBS
134,0.0,Thu Sep 27 20:19:18 +0000 2018,0.0,1.0,0.0,.@TheNeighborhood's @iamgreenfield revealing his Fiddler on the Roof goals on @latelateshow will be the earworm you… https://t.co/swbh8HPwA1,35,@CBS
135,0.0,Thu Sep 27 20:01:53 +0000 2018,0.0,1.0,0.0,RT @MurphyBrownCBS: A moment 20 years in the making all comes down to this. #MurphyBrown returns to @CBS tonight! https://t.co/tWSMFM3YbG,36,@CBS
136,0.0,Thu Sep 27 17:19:16 +0000 2018,0.0,1.0,0.0,"Candice Bergen tells @colbertlateshow the presidential way tonight's @MurphyBrownCBS premiere imitates life, albeit… https://t.co/4Kbk8gt6nS",37,@CBS
137,-0.34,Thu Sep 27 16:58:08 +0000 2018,0.283,0.526,0.191,@marlagardner222 @jay_hernandez Good idea. The theme song is a dead giveaway. 😉,38,@CBS
138,0.0,Thu Sep 27 00:44:13 +0000 2018,0.0,1.0,0.0,@queenmama7777 @CBSAllAccess We believe in you! https://t.co/ZK0xaPRxVr,39,@CBS
139,0.0,Thu Sep 27 00:42:15 +0000 2018,0.0,1.0,0.0,@BSkyjackcity @jokersupdates @CBSAllAccess On it. https://t.co/yxKX9ry7fw,40,@CBS
140,0.1139,Wed Sep 26 21:49:27 +0000 2018,0.0,0.929,0.071,Sixteen houseguests entered and now it's down to the Final 3. Don't miss a second of the 90-minute #BB20Finale toni… https://t.co/KwDHR9Hfqu,41,@CBS
141,0.6249,Wed Sep 26 19:57:54 +0000 2018,0.0,0.779,0.221,"The tribe has spoken, and they do a pretty decent @JeffProbst impression just in time for the @survivorcbs Season P… https://t.co/2Ps8VKblay",42,@CBS
142,0.0,Wed Sep 26 17:25:43 +0000 2018,0.0,1.0,0.0,"⚡️ “FBI Premieres on CBS”

https://t.co/faL6iHZc5g",43,@CBS
143,-0.2714,Tue Sep 25 21:10:56 +0000 2018,0.149,0.745,0.106,"RT @CBSAllAccess: A night of crime dramas?! Oh yes. 🙌 Stream @NCIS_CBS, @FBICBS &amp; @NCISNewOrleans starting at 8/7c on CBS All Access: https…",44,@CBS
144,-0.2263,Tue Sep 25 20:31:45 +0000 2018,0.091,0.909,0.0,"Before @FBICBS premieres tonight, @mperegrym stopped by @CBSThisMorning to talk about her role as an FBI agent in t… https://t.co/CPVki4Hv8y",45,@CBS
145,0.0,Tue Sep 25 19:54:26 +0000 2018,0.0,1.0,0.0,RT @CBSAllAccess: 🚨 @PatrickBrammall. Tim Meadows. @jessicaalba. @iamgreenfield. @AHWAmySedaris. @ChrisGethard. @JoeManganiello. AND SO MAN…,46,@CBS
146,0.7901,Tue Sep 25 19:45:33 +0000 2018,0.0,0.709,0.291,RT @bigbangtheory: Happy #NationalComicBookDay from Sheldon and his many shirts! How are you sporting your favorite superhero today? #BigBa…,47,@CBS
147,0.0,Tue Sep 25 18:34:26 +0000 2018,0.0,1.0,0.0,"⚡️ “Magnum P.I. Premieres on CBS”

https://t.co/UtbQlcDG8S",48,@CBS
